LIBERTAD_000_MET_MED_CANAL01 | 6.408900 | 0 | 01/05/2025 00:07:43:484 | 0 | 0
LIBERTAD_000_MET_MED_CANAL02 | 6.680090 | 0 | 01/05/2025 00:07:43:484 | 0 | 0
LIBERTAD_000_MET_MED_CANAL08 | 70.919983 | 0 | 01/05/2025 00:07:43:484 | 0 | 0
LIBERTAD_000_MET_MED_CANAL09 | 10.779598 | 0 | 01/05/2025 00:07:43:484 | 0 | 0
LIBERTAD_000_MET_MED_CANAL10 | 90.788109 | 0 | 01/05/2025 00:07:43:484 | 0 | 0
LIBERTAD_000_MET_MED_CANAL11 | 1014.405151 | 0 | 01/05/2025 00:07:43:484 | 0 | 0
LIBERTAD_000_JAN_MED_P | 1.006526 | 0 | 01/05/2025 00:07:43:484 | 0 | 0
LIBERTAD_000_JAN_MED_Q | 0.226338 | 0 | 01/05/2025 00:07:43:484 | 0 | 0
LIBERTAD_000_JAN_MED_FP | 0.970981 | 0 | 01/05/2025 00:07:43:484 | 0 | 0
LIBERTAD_030_AIR_MED_P | 3236.000000 | 0 | 01/05/2025 00:07:43:484 | 0 | 0
LIBERTAD_030_AIR_MED_Q | 457.000000 | 0 | 01/05/2025 00:07:43:484 | 0 | 0
VENTUS_1_000_JAN_MED_P | -8.280068 | 0 | 01/05/2025 00:07:43:565 | 0 | 0
VENTUS_1_000_JAN_MED_Q | 2.080032 | 0 | 01/05/2025 00:07:43:565 | 0 | 0
VENTUS_1_000_JAN_MED_FP | 0.973600 | 0 | 01/05/2025 00:07:43:565 | 0 | 0
VENTUS_1_030_AIR_MED_P | 8264.000000 | 0 | 01/05/2025 00:07:43:565 | 0 | 0
VENTUS_1_030_AIR_MED_Q | -2071.000000 | 0 | 01/05/2025 00:07:43:565 | 0 | 0
VENTUS_1_030_AIR_MED_S | 8519.549805 | 0 | 01/05/2025 00:07:43:565 | 0 | 0
ROSARIO_000_MET_MED_CANAL01 | 7.745590 | 0 | 01/05/2025 00:07:43:655 | 0 | 0
ROSARIO_000_MET_MED_CANAL02 | 7.731610 | 0 | 01/05/2025 00:07:43:655 | 0 | 0
ROSARIO_000_MET_MED_CANAL08 | 42.419983 | 0 | 01/05/2025 00:07:43:655 | 0 | 0
ROSARIO_000_MET_MED_CANAL09 | 11.283401 | 0 | 01/05/2025 00:07:43:655 | 0 | 0
ROSARIO_000_MET_MED_CANAL10 | 84.020081 | 0 | 01/05/2025 00:07:43:655 | 0 | 0
ROSARIO_000_MET_MED_CANAL11 | 1003.600281 | 0 | 01/05/2025 00:07:43:655 | 0 | 0
ROSARIO_000_JAN_MED_P | -6.929486 | 0 | 01/05/2025 00:07:43:655 | 0 | 0
ROSARIO_000_JAN_MED_Q | -0.018308 | 0 | 01/05/2025 00:07:43:655 | 0 | 0
ROSARIO_000_JAN_MED_FP | -0.999953 | 0 | 01/05/2025 00:07:43:655 | 0 | 0
ROSARIO_030_AIR_MED_P | 6868.000000 | 0 | 01/05/2025 00:07:43:655 | 0 | 0
ROSARIO_030_AIR_MED_Q | 14.000000 | 0 | 01/05/2025 00:07:43:655 | 0 | 0
ROSARIO_030_AIR_MED_S | 6.868014 | 0 | 01/05/2025 00:07:43:655 | 0 | 0
ROSARIO_030_AIR_MED_PTOT | 6868.000000 | 0 | 01/05/2025 00:07:43:655 | 0 | 0
JULIETA_000_MET_MED_CANAL01 | 8.059999 | 0 | 01/05/2025 00:07:43:783 | 0 | 0
JULIETA_000_JAN_MED_P | -1.509350 | 0 | 01/05/2025 00:07:43:783 | 0 | 0
JULIETA_000_JAN_MED_Q | 0.213144 | 0 | 01/05/2025 00:07:43:783 | 0 | 0
JULIETA_000_JAN_MED_FP | 0.989290 | 0 | 01/05/2025 00:07:43:783 | 0 | 0
JULIETA_030_AIR_MED_P | 1499.000000 | 0 | 01/05/2025 00:07:43:783 | 0 | 0
JULIETA_030_AIR_MED_S | 1514.198486 | 0 | 01/05/2025 00:07:43:783 | 0 | 0
SOLIS_000_MET_MED_CANAL01 | 6.892280 | 0 | 01/05/2025 00:07:43:845 | 0 | 0
SOLIS_000_MET_MED_CANAL02 | 7.181650 | 0 | 01/05/2025 00:07:43:845 | 0 | 0
SOLIS_000_MET_MED_CANAL08 | 56.169983 | 0 | 01/05/2025 00:07:43:845 | 0 | 0
SOLIS_000_MET_MED_CANAL09 | 12.421555 | 0 | 01/05/2025 00:07:43:845 | 0 | 0
SOLIS_000_MET_MED_CANAL11 | 1005.630554 | 0 | 01/05/2025 00:07:43:845 | 0 | 0
SOLIS_000_JAN_MED_P | -4.612778 | 0 | 01/05/2025 00:07:43:845 | 0 | 0
