VILLA_ROD_000_MET_MED_CANAL01 | 5.655110 | 0 | 01/05/2025 12:17:43:294 | 0 | 0
VILLA_ROD_000_MET_MED_CANAL08 | 55.710022 | 0 | 01/05/2025 12:17:43:294 | 0 | 0
VILLA_ROD_000_MET_MED_CANAL09 | 21.785225 | 0 | 01/05/2025 12:17:43:294 | 0 | 0
VILLA_ROD_000_MET_MED_CANAL10 | 50.979916 | 0 | 01/05/2025 12:17:43:294 | 0 | 0
VILLA_ROD_000_JAN_MED_P | -2.730720 | 0 | 01/05/2025 12:17:43:294 | 0 | 0
VILLA_ROD_000_JAN_MED_Q | -0.011605 | 0 | 01/05/2025 12:17:43:294 | 0 | 0
VILLA_ROD_000_JAN_MED_FP | -0.999998 | 0 | 01/05/2025 12:17:43:294 | 0 | 0
VILLA_ROD_000_GRL_MED_TENSIONBARRASKV | 31.585794 | 0 | 01/05/2025 12:17:43:294 | 0 | 0
VILLA_ROD_030_AIR_MED_P | 2727.000000 | 0 | 01/05/2025 12:17:43:294 | 0 | 0
VILLA_ROD_030_AIR_MED_Q | -2.000000 | 0 | 01/05/2025 12:17:43:294 | 0 | 0
VILLA_ROD_030_AIR_MED_S | 2727.000732 | 0 | 01/05/2025 12:17:43:294 | 0 | 0
PCP_18_JULIO_000_MET_MED_CANAL01 | 3.724700 | 0 | 01/05/2025 12:17:43:425 | 0 | 0
PCP_18_JULIO_000_MET_MED_CANAL08 | 45.630005 | 0 | 01/05/2025 12:17:43:425 | 0 | 0
PCP_18_JULIO_000_MET_MED_CANAL10 | 73.744568 | 0 | 01/05/2025 12:17:43:425 | 0 | 0
PCP_18_JULIO_000_JAN_MED_P | -0.713125 | 0 | 01/05/2025 12:17:43:425 | 0 | 0
PCP_18_JULIO_000_JAN_MED_Q | 0.004541 | 0 | 01/05/2025 12:17:43:425 | 0 | 0
PCP_18_JULIO_000_JAN_MED_FP | -0.999880 | 0 | 01/05/2025 12:17:43:425 | 0 | 0
PCP_18_JULIO_030_AIR_MED_P | 708.000000 | 0 | 01/05/2025 12:17:43:425 | 0 | 0
PCP_18_JULIO_030_AIR_MED_PTOT | 708.000000 | 0 | 01/05/2025 12:17:43:425 | 0 | 0
PCP_18_JULIO_030_AIR_MED_S | 708.017639 | 0 | 01/05/2025 12:17:43:425 | 0 | 0
MARYSTAY_030_AIR_MED_V | 31.195999 | 0 | 01/05/2025 12:17:43:668 | 0 | 0
LIBERTAD_000_MET_MED_CANAL01 | 6.034620 | 0 | 01/05/2025 12:17:44:091 | 0 | 0
LIBERTAD_000_MET_MED_CANAL02 | 6.026710 | 0 | 01/05/2025 12:17:44:091 | 0 | 0
LIBERTAD_000_MET_MED_CANAL08 | 30.009979 | 0 | 01/05/2025 12:17:44:091 | 0 | 0
LIBERTAD_000_MET_MED_CANAL09 | 21.239044 | 0 | 01/05/2025 12:17:44:091 | 0 | 0
LIBERTAD_000_MET_MED_CANAL10 | 54.133984 | 0 | 01/05/2025 12:17:44:091 | 0 | 0
LIBERTAD_000_MET_MED_CANAL11 | 1014.740112 | 0 | 01/05/2025 12:17:44:091 | 0 | 0
LIBERTAD_000_JAN_MED_P | 0.834261 | 0 | 01/05/2025 12:17:44:091 | 0 | 0
LIBERTAD_000_JAN_MED_Q | 0.180660 | 0 | 01/05/2025 12:17:44:091 | 0 | 0
LIBERTAD_000_JAN_MED_FP | 0.972488 | 0 | 01/05/2025 12:17:44:091 | 0 | 0
LIBERTAD_030_AIR_MED_P | 2658.000000 | 0 | 01/05/2025 12:17:44:091 | 0 | 0
ROSARIO_000_MET_MED_CANAL01 | 6.246550 | 0 | 01/05/2025 12:17:44:164 | 0 | 0
ROSARIO_000_MET_MED_CANAL02 | 6.052030 | 0 | 01/05/2025 12:17:44:164 | 0 | 0
ROSARIO_000_MET_MED_CANAL08 | 54.279999 | 0 | 01/05/2025 12:17:44:164 | 0 | 0
ROSARIO_000_MET_MED_CANAL10 | 59.679173 | 0 | 01/05/2025 12:17:44:164 | 0 | 0
ROSARIO_000_MET_MED_CANAL11 | 1006.758911 | 0 | 01/05/2025 12:17:44:164 | 0 | 0
ROSARIO_000_JAN_MED_P | -2.197519 | 0 | 01/05/2025 12:17:44:164 | 0 | 0
ROSARIO_000_JAN_MED_Q | -0.018128 | 0 | 01/05/2025 12:17:44:164 | 0 | 0
ROSARIO_000_JAN_MED_FP | -0.999938 | 0 | 01/05/2025 12:17:44:164 | 0 | 0
ROSARIO_030_AIR_MED_P | 2179.000000 | 0 | 01/05/2025 12:17:44:164 | 0 | 0
ROSARIO_030_AIR_MED_Q | 21.000000 | 0 | 01/05/2025 12:17:44:164 | 0 | 0
ROSARIO_030_AIR_MED_S | 2.179101 | 0 | 01/05/2025 12:17:44:164 | 0 | 0
ROSARIO_030_AIR_MED_PTOT | 2179.000000 | 0 | 01/05/2025 12:17:44:164 | 0 | 0
