MARYSTAY_030_AIR_MED_V | 31.375999 | 0 | 01/05/2025 04:37:43:413 | 0 | 0
LIBERTAD_000_MET_MED_CANAL02 | 7.893510 | 0 | 01/05/2025 04:37:43:711 | 0 | 0
LIBERTAD_000_MET_MED_CANAL08 | 49.589996 | 0 | 01/05/2025 04:37:43:711 | 0 | 0
LIBERTAD_000_MET_MED_CANAL09 | 6.836792 | 0 | 01/05/2025 04:37:43:711 | 0 | 0
LIBERTAD_000_MET_MED_CANAL10 | 93.457954 | 0 | 01/05/2025 04:37:43:711 | 0 | 0
LIBERTAD_000_MET_MED_CANAL11 | 1014.219116 | 0 | 01/05/2025 04:37:43:711 | 0 | 0
LIBERTAD_000_JAN_MED_P | 0.600522 | 0 | 01/05/2025 04:37:43:711 | 0 | 0
LIBERTAD_000_JAN_MED_Q | 0.131676 | 0 | 01/05/2025 04:37:43:711 | 0 | 0
LIBERTAD_000_JAN_MED_FP | 0.965755 | 0 | 01/05/2025 04:37:43:711 | 0 | 0
LIBERTAD_030_AIR_MED_P | 1999.000000 | 0 | 01/05/2025 04:37:43:711 | 0 | 0
LIBERTAD_030_AIR_MED_V | 31.424000 | 0 | 01/05/2025 04:37:43:711 | 0 | 0
VENTUS_1_000_JAN_MED_P | -8.523599 | 0 | 01/05/2025 04:37:43:830 | 0 | 0
VENTUS_1_000_JAN_MED_Q | 2.154960 | 0 | 01/05/2025 04:37:43:830 | 0 | 0
VENTUS_1_000_JAN_MED_FP | 0.973450 | 0 | 01/05/2025 04:37:43:830 | 0 | 0
VENTUS_1_030_AIR_MED_P | 8519.000000 | 0 | 01/05/2025 04:37:43:830 | 0 | 0
VENTUS_1_030_AIR_MED_Q | -2148.000000 | 0 | 01/05/2025 04:37:43:830 | 0 | 0
VENTUS_1_030_AIR_MED_V | 31.027000 | 0 | 01/05/2025 04:37:43:830 | 0 | 0
VENTUS_1_030_AIR_MED_S | 8785.627930 | 0 | 01/05/2025 04:37:43:830 | 0 | 0
ROSARIO_000_MET_MED_CANAL01 | 7.745590 | 0 | 01/05/2025 04:37:43:846 | 0 | 0
ROSARIO_000_MET_MED_CANAL02 | 8.291470 | 0 | 01/05/2025 04:37:43:846 | 0 | 0
ROSARIO_000_MET_MED_CANAL08 | 57.339996 | 0 | 01/05/2025 04:37:43:846 | 0 | 0
ROSARIO_000_MET_MED_CANAL09 | 9.550018 | 0 | 01/05/2025 04:37:43:846 | 0 | 0
ROSARIO_000_MET_MED_CANAL10 | 89.059143 | 0 | 01/05/2025 04:37:43:846 | 0 | 0
ROSARIO_000_MET_MED_CANAL11 | 1002.685913 | 0 | 01/05/2025 04:37:43:846 | 0 | 0
ROSARIO_000_JAN_MED_P | -7.562572 | 0 | 01/05/2025 04:37:43:846 | 0 | 0
ROSARIO_000_JAN_MED_Q | -0.018916 | 0 | 01/05/2025 04:37:43:846 | 0 | 0
ROSARIO_000_JAN_MED_FP | -0.999943 | 0 | 01/05/2025 04:37:43:846 | 0 | 0
ROSARIO_030_AIR_MED_P | 7476.000000 | 0 | 01/05/2025 04:37:43:846 | 0 | 0
ROSARIO_030_AIR_MED_Q | 21.000000 | 0 | 01/05/2025 04:37:43:846 | 0 | 0
ROSARIO_030_AIR_MED_S | 7.476030 | 0 | 01/05/2025 04:37:43:846 | 0 | 0
ROSARIO_030_AIR_MED_PTOT | 7476.000000 | 0 | 01/05/2025 04:37:43:846 | 0 | 0
JULIETA_000_MET_MED_CANAL01 | 4.760000 | 0 | 01/05/2025 04:37:43:918 | 0 | 0
JULIETA_000_MET_MED_CANAL08 | 30.000000 | 0 | 01/05/2025 04:37:43:918 | 0 | 0
JULIETA_000_JAN_MED_P | -0.738369 | 0 | 01/05/2025 04:37:43:918 | 0 | 0
JULIETA_000_JAN_MED_Q | 0.100482 | 0 | 01/05/2025 04:37:43:918 | 0 | 0
JULIETA_000_JAN_MED_FP | 0.988994 | 0 | 01/05/2025 04:37:43:918 | 0 | 0
JULIETA_030_AIR_MED_P | 737.000000 | 0 | 01/05/2025 04:37:43:918 | 0 | 0
JULIETA_030_AIR_MED_S | 743.888428 | 0 | 01/05/2025 04:37:43:918 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL01 | 9.319941 | 0 | 01/05/2025 04:37:43:992 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL09 | 7.990475 | 0 | 01/05/2025 04:37:43:992 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL10 | 90.912102 | 0 | 01/05/2025 04:37:43:992 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL11 | 1002.298767 | 0 | 01/05/2025 04:37:43:992 | 0 | 0
MARIA_LUZ_000_JAN_MED_P | -6.951848 | 0 | 01/05/2025 04:37:43:992 | 0 | 0
MARIA_LUZ_000_JAN_MED_Q | 2.036043 | 0 | 01/05/2025 04:37:43:992 | 0 | 0
MARIA_LUZ_000_JAN_MED_FP | -0.957491 | 0 | 01/05/2025 04:37:43:992 | 0 | 0
MARIA_LUZ_000_JAN_MED_KVARH | 70.752213 | 0 | 01/05/2025 04:37:43:992 | 0 | 0
MARIA_LUZ_030_AIR_MED_P | 6917.000000 | 0 | 01/05/2025 04:37:43:992 | 0 | 0
MARIA_LUZ_030_AIR_MED_Q | -2012.000000 | 0 | 01/05/2025 04:37:43:992 | 0 | 0
MARIA_LUZ_030_AIR_MED_S | 7203.682129 | 0 | 01/05/2025 04:37:43:992 | 0 | 0
MARIA_LUZ_030_AIR_MED_QCAP | 4922.000000 | 0 | 01/05/2025 04:37:43:992 | 0 | 0
