MARIA_LUZ_000_MET_MED_CANAL01 | 5.300300 | 0 | 01/05/2025 16:07:43:306 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL02 | 5.128510 | 0 | 01/05/2025 16:07:43:306 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL08 | 29.619995 | 0 | 01/05/2025 16:07:43:306 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL10 | 65.244995 | 0 | 01/05/2025 16:07:43:306 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL11 | 1003.412537 | 0 | 01/05/2025 16:07:43:306 | 0 | 0
MARIA_LUZ_000_JAN_MED_P | -2.189495 | 0 | 01/05/2025 16:07:43:306 | 0 | 0
MARIA_LUZ_000_JAN_MED_Q | 0.644839 | 0 | 01/05/2025 16:07:43:306 | 0 | 0
MARIA_LUZ_000_JAN_MED_FP | -0.950319 | 0 | 01/05/2025 16:07:43:306 | 0 | 0
MARIA_LUZ_030_AIR_MED_P | 2168.000000 | 0 | 01/05/2025 16:07:43:306 | 0 | 0
MARIA_LUZ_030_AIR_MED_Q | -643.000000 | 0 | 01/05/2025 16:07:43:306 | 0 | 0
MARIA_LUZ_030_AIR_MED_V | 31.653999 | 0 | 01/05/2025 16:07:43:306 | 0 | 0
MARIA_LUZ_030_AIR_MED_S | 2261.343262 | 0 | 01/05/2025 16:07:43:306 | 0 | 0
ROSARIO_000_MET_MED_CANAL01 | 6.059170 | 0 | 01/05/2025 16:07:43:329 | 0 | 0
ROSARIO_000_MET_MED_CANAL02 | 5.958720 | 0 | 01/05/2025 16:07:43:329 | 0 | 0
ROSARIO_000_MET_MED_CANAL08 | 74.130005 | 0 | 01/05/2025 16:07:43:329 | 0 | 0
ROSARIO_000_MET_MED_CANAL10 | 62.569946 | 0 | 01/05/2025 16:07:43:329 | 0 | 0
ROSARIO_000_MET_MED_CANAL11 | 1004.082458 | 0 | 01/05/2025 16:07:43:329 | 0 | 0
ROSARIO_000_JAN_MED_P | -3.161610 | 0 | 01/05/2025 16:07:43:329 | 0 | 0
ROSARIO_000_JAN_MED_Q | -0.005799 | 0 | 01/05/2025 16:07:43:329 | 0 | 0
ROSARIO_000_JAN_MED_FP | -0.999993 | 0 | 01/05/2025 16:07:43:329 | 0 | 0
ROSARIO_030_AIR_MED_P | 3148.000000 | 0 | 01/05/2025 16:07:43:329 | 0 | 0
ROSARIO_030_AIR_MED_Q | 1.000000 | 0 | 01/05/2025 16:07:43:329 | 0 | 0
ROSARIO_030_AIR_MED_S | 3.148000 | 0 | 01/05/2025 16:07:43:329 | 0 | 0
ROSARIO_030_AIR_MED_PTOT | 3148.000000 | 0 | 01/05/2025 16:07:43:329 | 0 | 0
