VILLA_ROD_000_MET_MED_CANAL01 | 6.302610 | 0 | 01/05/2025 12:07:43:295 | 0 | 0
VILLA_ROD_000_MET_MED_CANAL02 | 6.121750 | 0 | 01/05/2025 12:07:43:295 | 0 | 0
VILLA_ROD_000_MET_MED_CANAL08 | 44.970001 | 0 | 01/05/2025 12:07:43:295 | 0 | 0
VILLA_ROD_000_MET_MED_CANAL09 | 21.344860 | 0 | 01/05/2025 12:07:43:295 | 0 | 0
VILLA_ROD_000_MET_MED_CANAL10 | 51.528027 | 0 | 01/05/2025 12:07:43:295 | 0 | 0
VILLA_ROD_000_MET_MED_CANAL11 | 1011.577759 | 0 | 01/05/2025 12:07:43:295 | 0 | 0
VILLA_ROD_000_JAN_MED_P | -2.701659 | 0 | 01/05/2025 12:07:43:295 | 0 | 0
VILLA_ROD_000_JAN_MED_Q | -0.019195 | 0 | 01/05/2025 12:07:43:295 | 0 | 0
VILLA_ROD_000_JAN_MED_FP | -0.999985 | 0 | 01/05/2025 12:07:43:295 | 0 | 0
VILLA_ROD_000_GRL_MED_TENSIONBARRASKV | 31.609455 | 0 | 01/05/2025 12:07:43:295 | 0 | 0
VILLA_ROD_030_AIR_MED_P | 2683.000000 | 0 | 01/05/2025 12:07:43:295 | 0 | 0
VILLA_ROD_030_AIR_MED_S | 2683.006592 | 0 | 01/05/2025 12:07:43:295 | 0 | 0
PCP_18_JULIO_000_MET_MED_CANAL02 | 3.726400 | 0 | 01/05/2025 12:07:43:426 | 0 | 0
PCP_18_JULIO_000_MET_MED_CANAL08 | 32.829987 | 0 | 01/05/2025 12:07:43:426 | 0 | 0
PCP_18_JULIO_000_MET_MED_CANAL09 | 17.972176 | 0 | 01/05/2025 12:07:43:426 | 0 | 0
PCP_18_JULIO_000_MET_MED_CANAL10 | 75.807617 | 0 | 01/05/2025 12:07:43:426 | 0 | 0
PCP_18_JULIO_000_MET_MED_CANAL11 | 1016.607239 | 0 | 01/05/2025 12:07:43:426 | 0 | 0
PCP_18_JULIO_000_JAN_MED_P | -0.666384 | 0 | 01/05/2025 12:07:43:426 | 0 | 0
PCP_18_JULIO_000_JAN_MED_Q | -0.004640 | 0 | 01/05/2025 12:07:43:426 | 0 | 0
PCP_18_JULIO_000_JAN_MED_FP | -0.999727 | 0 | 01/05/2025 12:07:43:426 | 0 | 0
PCP_18_JULIO_030_AIR_MED_P | 665.000000 | 0 | 01/05/2025 12:07:43:426 | 0 | 0
