SOLIS_000_MET_MED_CANAL01 | 6.892280 | 0 | 01/05/2025 22:17:42:119 | 0 | 0
SOLIS_000_MET_MED_CANAL08 | 70.410004 | 0 | 01/05/2025 22:17:42:119 | 0 | 0
SOLIS_000_MET_MED_CANAL09 | 13.001877 | 0 | 01/05/2025 22:17:42:119 | 0 | 0
SOLIS_000_MET_MED_CANAL10 | 83.390045 | 0 | 01/05/2025 22:17:42:119 | 0 | 0
SOLIS_000_JAN_MED_P | -3.447464 | 0 | 01/05/2025 22:17:42:119 | 0 | 0
SOLIS_000_JAN_MED_Q | -0.008856 | 0 | 01/05/2025 22:17:42:119 | 0 | 0
SOLIS_000_JAN_MED_FP | -0.999936 | 0 | 01/05/2025 22:17:42:119 | 0 | 0
SOLIS_000_GRL_MED_TENSIONBARRASKV | 31.857595 | 0 | 01/05/2025 22:17:42:119 | 0 | 0
SOLIS_030_AIR_MED_P | 3397.000000 | 0 | 01/05/2025 22:17:42:119 | 0 | 0
SOLIS_030_AIR_MED_S | 3397.002441 | 0 | 01/05/2025 22:17:42:119 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL01 | 8.104699 | 0 | 01/05/2025 22:17:42:138 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL02 | 7.926610 | 0 | 01/05/2025 22:17:42:138 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL08 | 57.349976 | 0 | 01/05/2025 22:17:42:138 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL09 | 11.886745 | 0 | 01/05/2025 22:17:42:138 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL10 | 88.822197 | 0 | 01/05/2025 22:17:42:138 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL11 | 1001.467590 | 0 | 01/05/2025 22:17:42:138 | 0 | 0
MARIA_LUZ_000_JAN_MED_P | -4.712409 | 0 | 01/05/2025 22:17:42:138 | 0 | 0
MARIA_LUZ_000_JAN_MED_Q | 1.400790 | 0 | 01/05/2025 22:17:42:138 | 0 | 0
MARIA_LUZ_000_JAN_MED_FP | -0.955755 | 0 | 01/05/2025 22:17:42:138 | 0 | 0
MARIA_LUZ_030_AIR_MED_P | 4746.000000 | 0 | 01/05/2025 22:17:42:138 | 0 | 0
MARIA_LUZ_030_AIR_MED_Q | -1395.000000 | 0 | 01/05/2025 22:17:42:138 | 0 | 0
MARIA_LUZ_030_AIR_MED_S | 4946.770996 | 0 | 01/05/2025 22:17:42:138 | 0 | 0
