PCP_18_JULIO_000_MET_MED_CANAL01 | 4.473100 | 0 | 01/05/2025 10:47:43:374 | 0 | 0
PCP_18_JULIO_000_MET_MED_CANAL02 | 4.567450 | 0 | 01/05/2025 10:47:43:374 | 0 | 0
PCP_18_JULIO_000_MET_MED_CANAL08 | 59.339996 | 0 | 01/05/2025 10:47:43:374 | 0 | 0
PCP_18_JULIO_000_MET_MED_CANAL10 | 99.072815 | 0 | 01/05/2025 10:47:43:374 | 0 | 0
PCP_18_JULIO_000_JAN_MED_P | -0.508458 | 0 | 01/05/2025 10:47:43:374 | 0 | 0
PCP_18_JULIO_000_JAN_MED_Q | 0.003357 | 0 | 01/05/2025 10:47:43:374 | 0 | 0
PCP_18_JULIO_000_JAN_MED_FP | -0.999923 | 0 | 01/05/2025 10:47:43:374 | 0 | 0
PCP_18_JULIO_030_AIR_MED_P | 501.000000 | 0 | 01/05/2025 10:47:43:374 | 0 | 0
PCP_18_JULIO_030_AIR_MED_PTOT | 501.000000 | 0 | 01/05/2025 10:47:43:374 | 0 | 0
PCP_18_JULIO_030_AIR_MED_Q | -4.000000 | 0 | 01/05/2025 10:47:43:374 | 0 | 0
PCP_18_JULIO_030_AIR_MED_V | 62.810001 | 0 | 01/05/2025 10:47:43:374 | 0 | 0
PCP_18_JULIO_030_AIR_MED_S | 501.015961 | 0 | 01/05/2025 10:47:43:374 | 0 | 0
PCP_18_JULIO_030_AIR_MED_I | 5.000000 | 0 | 01/05/2025 10:47:43:374 | 0 | 0
PCP_18_JULIO_030_AIR_MED_QCAP | 2166.000000 | 0 | 01/05/2025 10:47:43:374 | 0 | 0
LIBERTAD_000_MET_MED_CANAL08 | 33.970001 | 0 | 01/05/2025 10:47:44:028 | 0 | 0
LIBERTAD_000_MET_MED_CANAL10 | 73.967979 | 0 | 01/05/2025 10:47:44:028 | 0 | 0
LIBERTAD_000_MET_MED_CANAL11 | 1015.633545 | 0 | 01/05/2025 10:47:44:028 | 0 | 0
LIBERTAD_000_JAN_MED_P | 0.158261 | 0 | 01/05/2025 10:47:44:028 | 0 | 0
LIBERTAD_000_JAN_MED_Q | 0.038026 | 0 | 01/05/2025 10:47:44:028 | 0 | 0
LIBERTAD_000_JAN_MED_FP | 0.959579 | 0 | 01/05/2025 10:47:44:028 | 0 | 0
LIBERTAD_030_AIR_MED_P | 573.000000 | 0 | 01/05/2025 10:47:44:028 | 0 | 0
LIBERTAD_030_AIR_MED_Q | 80.000000 | 0 | 01/05/2025 10:47:44:028 | 0 | 0
ROSARIO_000_MET_MED_CANAL01 | 4.841200 | 0 | 01/05/2025 10:47:44:060 | 0 | 0
ROSARIO_000_MET_MED_CANAL02 | 4.839000 | 0 | 01/05/2025 10:47:44:060 | 0 | 0
ROSARIO_000_MET_MED_CANAL08 | 48.049988 | 0 | 01/05/2025 10:47:44:060 | 0 | 0
ROSARIO_000_MET_MED_CANAL09 | 18.890862 | 0 | 01/05/2025 10:47:44:060 | 0 | 0
ROSARIO_000_MET_MED_CANAL10 | 66.631943 | 0 | 01/05/2025 10:47:44:060 | 0 | 0
ROSARIO_000_MET_MED_CANAL11 | 1007.407166 | 0 | 01/05/2025 10:47:44:060 | 0 | 0
ROSARIO_000_JAN_MED_P | -1.491576 | 0 | 01/05/2025 10:47:44:060 | 0 | 0
ROSARIO_000_JAN_MED_Q | 0.014072 | 0 | 01/05/2025 10:47:44:060 | 0 | 0
ROSARIO_000_JAN_MED_FP | -0.999926 | 0 | 01/05/2025 10:47:44:060 | 0 | 0
ROSARIO_030_AIR_MED_P | 1464.000000 | 0 | 01/05/2025 10:47:44:060 | 0 | 0
ROSARIO_030_AIR_MED_Q | -14.000000 | 0 | 01/05/2025 10:47:44:060 | 0 | 0
ROSARIO_030_AIR_MED_S | 1.464067 | 0 | 01/05/2025 10:47:44:060 | 0 | 0
ROSARIO_030_AIR_MED_I | 14.000000 | 0 | 01/05/2025 10:47:44:060 | 0 | 0
ROSARIO_030_AIR_MED_PTOT | 1464.000000 | 0 | 01/05/2025 10:47:44:060 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL01 | 5.487260 | 0 | 01/05/2025 10:47:44:109 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL02 | 5.874670 | 0 | 01/05/2025 10:47:44:109 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL08 | 17.150024 | 0 | 01/05/2025 10:47:44:109 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL09 | 18.287224 | 0 | 01/05/2025 10:47:44:109 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL10 | 66.149643 | 0 | 01/05/2025 10:47:44:109 | 0 | 0
MARIA_LUZ_000_JAN_MED_P | -2.960169 | 0 | 01/05/2025 10:47:44:109 | 0 | 0
MARIA_LUZ_000_JAN_MED_Q | 0.849061 | 0 | 01/05/2025 10:47:44:109 | 0 | 0
MARIA_LUZ_000_JAN_MED_FP | -0.959759 | 0 | 01/05/2025 10:47:44:109 | 0 | 0
MARIA_LUZ_030_AIR_MED_P | 2914.000000 | 0 | 01/05/2025 10:47:44:109 | 0 | 0
MARIA_LUZ_030_AIR_MED_Q | -841.000000 | 0 | 01/05/2025 10:47:44:109 | 0 | 0
MARIA_LUZ_030_AIR_MED_V | 31.688000 | 0 | 01/05/2025 10:47:44:109 | 0 | 0
MARIA_LUZ_030_AIR_MED_S | 3032.932129 | 0 | 01/05/2025 10:47:44:109 | 0 | 0
VENTUS_1_000_JAN_MED_P | -1.293904 | 0 | 01/05/2025 10:47:44:112 | 0 | 0
VENTUS_1_000_JAN_MED_Q | 0.330677 | 0 | 01/05/2025 10:47:44:112 | 0 | 0
VENTUS_1_000_JAN_MED_FP | 0.975905 | 0 | 01/05/2025 10:47:44:112 | 0 | 0
VENTUS_1_030_AIR_MED_P | 1294.000000 | 0 | 01/05/2025 10:47:44:112 | 0 | 0
VENTUS_1_030_AIR_MED_V | 30.679001 | 0 | 01/05/2025 10:47:44:112 | 0 | 0
VENTUS_1_030_AIR_MED_S | 1335.663452 | 0 | 01/05/2025 10:47:44:112 | 0 | 0
SOLIS_000_MET_MED_CANAL08 | 20.699982 | 0 | 01/05/2025 10:47:44:186 | 0 | 0
SOLIS_000_MET_MED_CANAL09 | 16.814926 | 0 | 01/05/2025 10:47:44:186 | 0 | 0
SOLIS_000_MET_MED_CANAL10 | 68.744919 | 0 | 01/05/2025 10:47:44:186 | 0 | 0
SOLIS_000_JAN_MED_P | -0.809445 | 0 | 01/05/2025 10:47:44:186 | 0 | 0
SOLIS_000_JAN_MED_Q | 0.001739 | 0 | 01/05/2025 10:47:44:186 | 0 | 0
SOLIS_000_JAN_MED_FP | -0.999348 | 0 | 01/05/2025 10:47:44:186 | 0 | 0
SOLIS_000_GRL_MED_TENSIONBARRASKV | 31.713453 | 0 | 01/05/2025 10:47:44:186 | 0 | 0
SOLIS_030_AIR_MED_P | 809.000000 | 0 | 01/05/2025 10:47:44:186 | 0 | 0
SOLIS_030_AIR_MED_S | 809.015442 | 0 | 01/05/2025 10:47:44:186 | 0 | 0
VILLA_ROD_000_MET_MED_CANAL02 | 3.985970 | 0 | 01/05/2025 10:47:44:200 | 0 | 0
VILLA_ROD_000_MET_MED_CANAL08 | 26.899994 | 0 | 01/05/2025 10:47:44:200 | 0 | 0
VILLA_ROD_000_MET_MED_CANAL09 | 20.839661 | 0 | 01/05/2025 10:47:44:200 | 0 | 0
VILLA_ROD_000_MET_MED_CANAL10 | 53.077412 | 0 | 01/05/2025 10:47:44:200 | 0 | 0
VILLA_ROD_000_MET_MED_CANAL11 | 1012.691589 | 0 | 01/05/2025 10:47:44:200 | 0 | 0
VILLA_ROD_000_JAN_MED_P | -1.583008 | 0 | 01/05/2025 10:47:44:200 | 0 | 0
VILLA_ROD_000_JAN_MED_Q | -0.004307 | 0 | 01/05/2025 10:47:44:200 | 0 | 0
VILLA_ROD_000_JAN_MED_FP | -0.999953 | 0 | 01/05/2025 10:47:44:200 | 0 | 0
VILLA_ROD_000_GRL_MED_TENSIONBARRASKV | 31.518166 | 0 | 01/05/2025 10:47:44:200 | 0 | 0
VILLA_ROD_030_AIR_MED_P | 1571.000000 | 0 | 01/05/2025 10:47:44:200 | 0 | 0
VILLA_ROD_030_AIR_MED_S | 1571.005127 | 0 | 01/05/2025 10:47:44:200 | 0 | 0
VILLA_ROD_030_AIR_MED_I | 29.000000 | 0 | 01/05/2025 10:47:44:200 | 0 | 0
JULIETA_000_MET_MED_CANAL01 | 4.970000 | 0 | 01/05/2025 10:47:44:209 | 0 | 0
JULIETA_000_MET_MED_CANAL08 | 22.000000 | 0 | 01/05/2025 10:47:44:209 | 0 | 0
JULIETA_000_JAN_MED_P | -0.461014 | 0 | 01/05/2025 10:47:44:209 | 0 | 0
JULIETA_000_JAN_MED_Q | 0.085480 | 0 | 01/05/2025 10:47:44:209 | 0 | 0
JULIETA_000_JAN_MED_FP | 0.979999 | 0 | 01/05/2025 10:47:44:209 | 0 | 0
JULIETA_030_AIR_MED_P | 448.000000 | 0 | 01/05/2025 10:47:44:209 | 0 | 0
