MARIA_LUZ_000_MET_MED_CANAL01 | 6.609020 | 0 | 01/05/2025 15:47:43:300 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL02 | 6.714100 | 0 | 01/05/2025 15:47:43:300 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL08 | 39.229980 | 0 | 01/05/2025 15:47:43:300 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL10 | 61.530788 | 0 | 01/05/2025 15:47:43:300 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL11 | 1003.429260 | 0 | 01/05/2025 15:47:43:300 | 0 | 0
MARIA_LUZ_000_JAN_MED_P | -3.130392 | 0 | 01/05/2025 15:47:43:300 | 0 | 0
MARIA_LUZ_000_JAN_MED_Q | 0.905741 | 0 | 01/05/2025 15:47:43:300 | 0 | 0
MARIA_LUZ_000_JAN_MED_FP | -0.955107 | 0 | 01/05/2025 15:47:43:300 | 0 | 0
MARIA_LUZ_030_AIR_MED_P | 3108.000000 | 0 | 01/05/2025 15:47:43:300 | 0 | 0
MARIA_LUZ_030_AIR_MED_Q | -890.000000 | 0 | 01/05/2025 15:47:43:300 | 0 | 0
MARIA_LUZ_030_AIR_MED_S | 3232.918701 | 0 | 01/05/2025 15:47:43:300 | 0 | 0
SOLIS_000_MET_MED_CANAL01 | 5.583420 | 0 | 01/05/2025 15:47:43:318 | 0 | 0
SOLIS_000_MET_MED_CANAL08 | 56.570007 | 0 | 01/05/2025 15:47:43:318 | 0 | 0
SOLIS_000_MET_MED_CANAL09 | 19.887245 | 0 | 01/05/2025 15:47:43:318 | 0 | 0
SOLIS_000_MET_MED_CANAL10 | 53.941795 | 0 | 01/05/2025 15:47:43:318 | 0 | 0
SOLIS_000_MET_MED_CANAL11 | 1007.076965 | 0 | 01/05/2025 15:47:43:318 | 0 | 0
SOLIS_000_JAN_MED_P | -1.038778 | 0 | 01/05/2025 15:47:43:318 | 0 | 0
SOLIS_000_JAN_MED_Q | -0.003324 | 0 | 01/05/2025 15:47:43:318 | 0 | 0
SOLIS_000_JAN_MED_FP | -0.999304 | 0 | 01/05/2025 15:47:43:318 | 0 | 0
SOLIS_000_GRL_MED_TENSIONBARRASKV | 31.808855 | 0 | 01/05/2025 15:47:43:318 | 0 | 0
SOLIS_030_AIR_MED_P | 1049.000000 | 0 | 01/05/2025 15:47:43:318 | 0 | 0
SOLIS_030_AIR_MED_V | 31.788000 | 0 | 01/05/2025 15:47:43:318 | 0 | 0
SOLIS_030_AIR_MED_S | 1049.000488 | 0 | 01/05/2025 15:47:43:318 | 0 | 0
ROSARIO_000_MET_MED_CANAL01 | 5.122270 | 0 | 01/05/2025 15:47:43:321 | 0 | 0
ROSARIO_000_MET_MED_CANAL02 | 5.025620 | 0 | 01/05/2025 15:47:43:321 | 0 | 0
ROSARIO_000_MET_MED_CANAL08 | 69.289978 | 0 | 01/05/2025 15:47:43:321 | 0 | 0
ROSARIO_000_MET_MED_CANAL10 | 60.269447 | 0 | 01/05/2025 15:47:43:321 | 0 | 0
ROSARIO_000_MET_MED_CANAL11 | 1004.597717 | 0 | 01/05/2025 15:47:43:321 | 0 | 0
ROSARIO_000_JAN_MED_P | -1.856821 | 0 | 01/05/2025 15:47:43:321 | 0 | 0
ROSARIO_000_JAN_MED_Q | 0.006743 | 0 | 01/05/2025 15:47:43:321 | 0 | 0
