SOLIS_000_MET_MED_CANAL08 | 58.479980 | 0 | 01/05/2025 20:37:42:074 | 0 | 0
SOLIS_000_MET_MED_CANAL09 | 14.008926 | 0 | 01/05/2025 20:37:42:074 | 0 | 0
SOLIS_000_MET_MED_CANAL10 | 79.282730 | 0 | 01/05/2025 20:37:42:074 | 0 | 0
SOLIS_000_MET_MED_CANAL11 | 1004.716187 | 0 | 01/05/2025 20:37:42:074 | 0 | 0
SOLIS_000_JAN_MED_P | 0.053120 | 0 | 01/05/2025 20:37:42:074 | 0 | 0
SOLIS_000_JAN_MED_Q | -0.141496 | 0 | 01/05/2025 20:37:42:074 | 0 | 0
SOLIS_000_JAN_MED_FP | 0.324342 | 0 | 01/05/2025 20:37:42:074 | 0 | 0
SOLIS_000_GRL_MED_TENSIONBARRASKV | 31.813677 | 0 | 01/05/2025 20:37:42:074 | 0 | 0
SOLIS_030_AIR_MED_P | -50.000000 | 0 | 01/05/2025 20:37:42:074 | 0 | 0
SOLIS_030_AIR_MED_FP | 0.361000 | 0 | 01/05/2025 20:37:42:074 | 0 | 0
SOLIS_030_AIR_MED_S | 137.419067 | 0 | 01/05/2025 20:37:42:074 | 0 | 0
SOLIS_030_AIR_MED_QCAP | 627.000000 | 0 | 01/05/2025 20:37:42:074 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL02 | 6.434290 | 0 | 01/05/2025 20:37:42:100 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL08 | 56.419983 | 0 | 01/05/2025 20:37:42:100 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL10 | 87.872063 | 0 | 01/05/2025 20:37:42:100 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL11 | 1001.932922 | 0 | 01/05/2025 20:37:42:100 | 0 | 0
MARIA_LUZ_000_JAN_MED_P | -2.754118 | 0 | 01/05/2025 20:37:42:100 | 0 | 0
MARIA_LUZ_000_JAN_MED_Q | 0.806126 | 0 | 01/05/2025 20:37:42:100 | 0 | 0
