VILLA_ROD_000_MET_MED_CANAL01 | 8.060110 | 0 | 01/05/2025 14:17:43:348 | 0 | 0
VILLA_ROD_000_MET_MED_CANAL02 | 7.607510 | 0 | 01/05/2025 14:17:43:348 | 0 | 0
VILLA_ROD_000_MET_MED_CANAL08 | 55.049988 | 0 | 01/05/2025 14:17:43:348 | 0 | 0
VILLA_ROD_000_MET_MED_CANAL09 | 21.962765 | 0 | 01/05/2025 14:17:43:348 | 0 | 0
VILLA_ROD_000_MET_MED_CANAL10 | 48.912018 | 0 | 01/05/2025 14:17:43:348 | 0 | 0
VILLA_ROD_000_MET_MED_CANAL11 | 1009.300232 | 0 | 01/05/2025 14:17:43:348 | 0 | 0
VILLA_ROD_000_JAN_MED_P | -3.191216 | 0 | 01/05/2025 14:17:43:348 | 0 | 0
VILLA_ROD_000_JAN_MED_Q | -0.023765 | 0 | 01/05/2025 14:17:43:348 | 0 | 0
VILLA_ROD_000_JAN_MED_FP | -0.999998 | 0 | 01/05/2025 14:17:43:348 | 0 | 0
VILLA_ROD_000_GRL_MED_TENSIONBARRASKV | 31.700239 | 0 | 01/05/2025 14:17:43:348 | 0 | 0
VILLA_ROD_030_AIR_MED_P | 3203.000000 | 0 | 01/05/2025 14:17:43:348 | 0 | 0
VILLA_ROD_030_AIR_MED_S | 3203.007568 | 0 | 01/05/2025 14:17:43:348 | 0 | 0
VILLA_ROD_030_AIR_MED_I | 58.000000 | 0 | 01/05/2025 14:17:43:348 | 0 | 0
JULIETA_000_MET_MED_CANAL01 | 4.820000 | 0 | 01/05/2025 14:17:43:353 | 0 | 0
JULIETA_000_MET_MED_CANAL08 | 46.000000 | 0 | 01/05/2025 14:17:43:353 | 0 | 0
JULIETA_000_JAN_MED_P | -0.700992 | 0 | 01/05/2025 14:17:43:353 | 0 | 0
JULIETA_000_JAN_MED_Q | 0.096032 | 0 | 01/05/2025 14:17:43:353 | 0 | 0
JULIETA_000_JAN_MED_FP | 0.989742 | 0 | 01/05/2025 14:17:43:353 | 0 | 0
JULIETA_030_AIR_MED_P | 685.000000 | 0 | 01/05/2025 14:17:43:353 | 0 | 0
JULIETA_030_AIR_MED_S | 691.694275 | 0 | 01/05/2025 14:17:43:353 | 0 | 0
PCP_18_JULIO_000_MET_MED_CANAL01 | 3.911800 | 0 | 01/05/2025 14:17:43:492 | 0 | 0
PCP_18_JULIO_000_MET_MED_CANAL02 | 4.567450 | 0 | 01/05/2025 14:17:43:492 | 0 | 0
PCP_18_JULIO_000_MET_MED_CANAL08 | 81.679993 | 0 | 01/05/2025 14:17:43:492 | 0 | 0
PCP_18_JULIO_000_MET_MED_CANAL09 | 20.378799 | 0 | 01/05/2025 14:17:43:492 | 0 | 0
PCP_18_JULIO_000_MET_MED_CANAL10 | 61.383438 | 0 | 01/05/2025 14:17:43:492 | 0 | 0
PCP_18_JULIO_000_MET_MED_CANAL11 | 1016.208252 | 0 | 01/05/2025 14:17:43:492 | 0 | 0
PCP_18_JULIO_000_JAN_MED_P | -0.252495 | 0 | 01/05/2025 14:17:43:492 | 0 | 0
PCP_18_JULIO_000_JAN_MED_Q | 0.018133 | 0 | 01/05/2025 14:17:43:492 | 0 | 0
PCP_18_JULIO_000_JAN_MED_FP | -0.999759 | 0 | 01/05/2025 14:17:43:492 | 0 | 0
PCP_18_JULIO_030_AIR_MED_P | 261.000000 | 0 | 01/05/2025 14:17:43:492 | 0 | 0
PCP_18_JULIO_030_AIR_MED_PTOT | 261.000000 | 0 | 01/05/2025 14:17:43:492 | 0 | 0
PCP_18_JULIO_030_AIR_MED_S | 261.619965 | 0 | 01/05/2025 14:17:43:492 | 0 | 0
PCP_18_JULIO_030_AIR_MED_I | 2.000000 | 0 | 01/05/2025 14:17:43:492 | 0 | 0
PCP_18_JULIO_030_AIR_MED_QCAP | 1335.000000 | 0 | 01/05/2025 14:17:43:492 | 0 | 0
LIBERTAD_000_MET_MED_CANAL08 | 47.759979 | 0 | 01/05/2025 14:17:44:186 | 0 | 0
LIBERTAD_000_MET_MED_CANAL09 | 22.119774 | 0 | 01/05/2025 14:17:44:186 | 0 | 0
LIBERTAD_000_MET_MED_CANAL10 | 55.136524 | 0 | 01/05/2025 14:17:44:186 | 0 | 0
LIBERTAD_000_MET_MED_CANAL11 | 1013.009399 | 0 | 01/05/2025 14:17:44:186 | 0 | 0
LIBERTAD_000_JAN_MED_P | 0.653454 | 0 | 01/05/2025 14:17:44:186 | 0 | 0
LIBERTAD_000_JAN_MED_Q | 0.154676 | 0 | 01/05/2025 14:17:44:186 | 0 | 0
LIBERTAD_000_JAN_MED_FP | 0.964596 | 0 | 01/05/2025 14:17:44:186 | 0 | 0
LIBERTAD_000_JAN_MED_KVARH | 12.138346 | 0 | 01/05/2025 14:17:44:186 | 0 | 0
LIBERTAD_030_AIR_MED_P | 2119.000000 | 0 | 01/05/2025 14:17:44:186 | 0 | 0
LIBERTAD_030_AIR_MED_Q | 345.000000 | 0 | 01/05/2025 14:17:44:186 | 0 | 0
LIBERTAD_030_AIR_MED_V | 31.316000 | 0 | 01/05/2025 14:17:44:186 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL01 | 6.982940 | 0 | 01/05/2025 14:17:44:252 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL08 | 41.049988 | 0 | 01/05/2025 14:17:44:252 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL10 | 59.556881 | 0 | 01/05/2025 14:17:44:252 | 0 | 0
MARIA_LUZ_000_JAN_MED_P | -2.588452 | 0 | 01/05/2025 14:17:44:252 | 0 | 0
MARIA_LUZ_000_JAN_MED_Q | 0.726264 | 0 | 01/05/2025 14:17:44:252 | 0 | 0
MARIA_LUZ_000_JAN_MED_FP | -0.955068 | 0 | 01/05/2025 14:17:44:252 | 0 | 0
MARIA_LUZ_030_AIR_MED_P | 2552.000000 | 0 | 01/05/2025 14:17:44:252 | 0 | 0
MARIA_LUZ_030_AIR_MED_Q | -713.000000 | 0 | 01/05/2025 14:17:44:252 | 0 | 0
MARIA_LUZ_030_AIR_MED_S | 2649.730713 | 0 | 01/05/2025 14:17:44:252 | 0 | 0
ROSARIO_000_MET_MED_CANAL01 | 7.089760 | 0 | 01/05/2025 14:17:44:260 | 0 | 0
ROSARIO_000_MET_MED_CANAL02 | 7.078440 | 0 | 01/05/2025 14:17:44:260 | 0 | 0
ROSARIO_000_MET_MED_CANAL08 | 35.910004 | 0 | 01/05/2025 14:17:44:260 | 0 | 0
ROSARIO_000_MET_MED_CANAL10 | 55.836201 | 0 | 01/05/2025 14:17:44:260 | 0 | 0
ROSARIO_000_MET_MED_CANAL11 | 1005.312500 | 0 | 01/05/2025 14:17:44:260 | 0 | 0
ROSARIO_000_JAN_MED_P | -2.712544 | 0 | 01/05/2025 14:17:44:260 | 0 | 0
ROSARIO_000_JAN_MED_Q | 0.018229 | 0 | 01/05/2025 14:17:44:260 | 0 | 0
ROSARIO_000_JAN_MED_FP | -0.999981 | 0 | 01/05/2025 14:17:44:260 | 0 | 0
ROSARIO_030_AIR_MED_P | 2702.000000 | 0 | 01/05/2025 14:17:44:260 | 0 | 0
ROSARIO_030_AIR_MED_S | 2.702082 | 0 | 01/05/2025 14:17:44:260 | 0 | 0
ROSARIO_030_AIR_MED_PTOT | 2702.000000 | 0 | 01/05/2025 14:17:44:260 | 0 | 0
SOLIS_000_MET_MED_CANAL01 | 4.181070 | 0 | 01/05/2025 14:17:44:272 | 0 | 0
SOLIS_000_MET_MED_CANAL02 | 4.470440 | 0 | 01/05/2025 14:17:44:272 | 0 | 0
