SOLIS_000_MET_MED_CANAL02 | 6.714200 | 0 | 01/05/2025 22:57:42:133 | 0 | 0
SOLIS_000_MET_MED_CANAL08 | 70.150024 | 0 | 01/05/2025 22:57:42:133 | 0 | 0
SOLIS_000_MET_MED_CANAL09 | 12.889217 | 0 | 01/05/2025 22:57:42:133 | 0 | 0
SOLIS_000_MET_MED_CANAL10 | 79.123192 | 0 | 01/05/2025 22:57:42:133 | 0 | 0
SOLIS_000_MET_MED_CANAL11 | 1004.350342 | 0 | 01/05/2025 22:57:42:133 | 0 | 0
SOLIS_000_JAN_MED_P | -2.799910 | 0 | 01/05/2025 22:57:42:133 | 0 | 0
SOLIS_000_JAN_MED_Q | -0.008092 | 0 | 01/05/2025 22:57:42:133 | 0 | 0
SOLIS_000_JAN_MED_FP | -0.999871 | 0 | 01/05/2025 22:57:42:133 | 0 | 0
SOLIS_000_GRL_MED_TENSIONBARRASKV | 31.813200 | 0 | 01/05/2025 22:57:42:133 | 0 | 0
SOLIS_030_AIR_MED_P | 2811.000000 | 0 | 01/05/2025 22:57:42:133 | 0 | 0
SOLIS_030_AIR_MED_Q | 3.000000 | 0 | 01/05/2025 22:57:42:133 | 0 | 0
SOLIS_030_AIR_MED_FP | -0.998000 | 0 | 01/05/2025 22:57:42:133 | 0 | 0
SOLIS_030_AIR_MED_S | 2811.001709 | 0 | 01/05/2025 22:57:42:133 | 0 | 0
SOLIS_030_AIR_MED_I | 51.000000 | 0 | 01/05/2025 22:57:42:133 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL01 | 8.104699 | 0 | 01/05/2025 22:57:42:154 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL02 | 8.113151 | 0 | 01/05/2025 22:57:42:154 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL08 | 57.449982 | 0 | 01/05/2025 22:57:42:154 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL09 | 11.064495 | 0 | 01/05/2025 22:57:42:154 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL11 | 1001.218323 | 0 | 01/05/2025 22:57:42:154 | 0 | 0
MARIA_LUZ_000_JAN_MED_P | -5.791297 | 0 | 01/05/2025 22:57:42:154 | 0 | 0
MARIA_LUZ_000_JAN_MED_Q | 1.705211 | 0 | 01/05/2025 22:57:42:154 | 0 | 0
MARIA_LUZ_000_JAN_MED_FP | -0.957582 | 0 | 01/05/2025 22:57:42:154 | 0 | 0
MARIA_LUZ_030_AIR_MED_P | 5740.000000 | 0 | 01/05/2025 22:57:42:154 | 0 | 0
MARIA_LUZ_030_AIR_MED_Q | -1687.000000 | 0 | 01/05/2025 22:57:42:154 | 0 | 0
MARIA_LUZ_030_AIR_MED_V | 31.914000 | 0 | 01/05/2025 22:57:42:154 | 0 | 0
MARIA_LUZ_030_AIR_MED_S | 5982.772461 | 0 | 01/05/2025 22:57:42:154 | 0 | 0
MARIA_LUZ_030_AIR_MED_I | 108.000000 | 0 | 01/05/2025 22:57:42:154 | 0 | 0
VILLA_ROD_000_MET_MED_CANAL01 | 7.690110 | 0 | 01/05/2025 22:57:42:238 | 0 | 0
VILLA_ROD_000_MET_MED_CANAL02 | 7.886090 | 0 | 01/05/2025 22:57:42:238 | 0 | 0
VILLA_ROD_000_MET_MED_CANAL08 | 74.669983 | 0 | 01/05/2025 22:57:42:238 | 0 | 0
VILLA_ROD_000_MET_MED_CANAL10 | 89.080482 | 0 | 01/05/2025 22:57:42:238 | 0 | 0
VILLA_ROD_000_MET_MED_CANAL11 | 1005.692688 | 0 | 01/05/2025 22:57:42:238 | 0 | 0
VILLA_ROD_000_JAN_MED_P | -4.328351 | 0 | 01/05/2025 22:57:42:238 | 0 | 0
VILLA_ROD_000_JAN_MED_Q | -0.034917 | 0 | 01/05/2025 22:57:42:238 | 0 | 0
VILLA_ROD_000_JAN_MED_FP | -0.999957 | 0 | 01/05/2025 22:57:42:238 | 0 | 0
VILLA_ROD_000_GRL_MED_TENSIONBARRASKV | 31.639942 | 0 | 01/05/2025 22:57:42:238 | 0 | 0
VILLA_ROD_030_AIR_MED_P | 4317.000000 | 0 | 01/05/2025 22:57:42:238 | 0 | 0
VILLA_ROD_030_AIR_MED_S | 4317.022461 | 0 | 01/05/2025 22:57:42:238 | 0 | 0
VILLA_ROD_030_AIR_MED_I | 79.000000 | 0 | 01/05/2025 22:57:42:238 | 0 | 0
LIBERTAD_000_MET_MED_CANAL01 | 8.561010 | 0 | 01/05/2025 22:57:42:299 | 0 | 0
LIBERTAD_000_MET_MED_CANAL02 | 8.266870 | 0 | 01/05/2025 22:57:42:299 | 0 | 0
LIBERTAD_000_MET_MED_CANAL08 | 83.479980 | 0 | 01/05/2025 22:57:42:299 | 0 | 0
LIBERTAD_000_MET_MED_CANAL09 | 12.459095 | 0 | 01/05/2025 22:57:42:299 | 0 | 0
LIBERTAD_000_MET_MED_CANAL10 | 87.424088 | 0 | 01/05/2025 22:57:42:299 | 0 | 0
LIBERTAD_000_MET_MED_CANAL11 | 1012.934937 | 0 | 01/05/2025 22:57:42:299 | 0 | 0
LIBERTAD_000_JAN_MED_P | 1.541869 | 0 | 01/05/2025 22:57:42:299 | 0 | 0
LIBERTAD_000_JAN_MED_Q | 0.336642 | 0 | 01/05/2025 22:57:42:299 | 0 | 0
LIBERTAD_000_JAN_MED_FP | 0.973372 | 0 | 01/05/2025 22:57:42:299 | 0 | 0
LIBERTAD_030_AIR_MED_P | 4806.000000 | 0 | 01/05/2025 22:57:42:299 | 0 | 0
LIBERTAD_030_AIR_MED_Q | 683.000000 | 0 | 01/05/2025 22:57:42:299 | 0 | 0
LIBERTAD_030_AIR_MED_V | 31.306000 | 0 | 01/05/2025 22:57:42:299 | 0 | 0
ROSARIO_000_MET_MED_CANAL01 | 5.309650 | 0 | 01/05/2025 22:57:42:315 | 0 | 0
ROSARIO_000_MET_MED_CANAL02 | 5.678790 | 0 | 01/05/2025 22:57:42:315 | 0 | 0
ROSARIO_000_MET_MED_CANAL08 | 74.029999 | 0 | 01/05/2025 22:57:42:315 | 0 | 0
ROSARIO_000_MET_MED_CANAL09 | 13.911026 | 0 | 01/05/2025 22:57:42:315 | 0 | 0
ROSARIO_000_MET_MED_CANAL10 | 89.315430 | 0 | 01/05/2025 22:57:42:315 | 0 | 0
ROSARIO_000_JAN_MED_P | -1.913004 | 0 | 01/05/2025 22:57:42:315 | 0 | 0
ROSARIO_000_JAN_MED_Q | -0.000727 | 0 | 01/05/2025 22:57:42:315 | 0 | 0
ROSARIO_000_JAN_MED_FP | -0.999997 | 0 | 01/05/2025 22:57:42:315 | 0 | 0
ROSARIO_030_AIR_MED_P | 1912.000000 | 0 | 01/05/2025 22:57:42:315 | 0 | 0
ROSARIO_030_AIR_MED_Q | -2.000000 | 0 | 01/05/2025 22:57:42:315 | 0 | 0
ROSARIO_030_AIR_MED_S | 1.912001 | 0 | 01/05/2025 22:57:42:315 | 0 | 0
ROSARIO_030_AIR_MED_I | 17.000000 | 0 | 01/05/2025 22:57:42:315 | 0 | 0
ROSARIO_030_AIR_MED_PTOT | 1912.000000 | 0 | 01/05/2025 22:57:42:315 | 0 | 0
