PCP_18_JULIO_000_JAN_MED_P | 0.073001 | 0 | 01/05/2025 07:57:43:293 | 0 | 0
PCP_18_JULIO_000_JAN_MED_Q | -0.152262 | 0 | 01/05/2025 07:57:43:293 | 0 | 0
PCP_18_JULIO_000_JAN_MED_FP | 0.393554 | 0 | 01/05/2025 07:57:43:293 | 0 | 0
PCP_18_JULIO_030_AIR_MED_Q | 150.000000 | 0 | 01/05/2025 07:57:43:293 | 0 | 0
PCP_18_JULIO_030_AIR_MED_S | 166.385101 | 0 | 01/05/2025 07:57:43:293 | 0 | 0
LIBERTAD_000_MET_MED_CANAL01 | 7.531740 | 0 | 01/05/2025 07:57:43:880 | 0 | 0
LIBERTAD_000_MET_MED_CANAL02 | 7.333470 | 0 | 01/05/2025 07:57:43:880 | 0 | 0
LIBERTAD_000_MET_MED_CANAL08 | 38.190002 | 0 | 01/05/2025 07:57:43:880 | 0 | 0
LIBERTAD_000_MET_MED_CANAL09 | 9.513134 | 0 | 01/05/2025 07:57:43:880 | 0 | 0
LIBERTAD_000_MET_MED_CANAL10 | 97.359673 | 0 | 01/05/2025 07:57:43:880 | 0 | 0
LIBERTAD_000_MET_MED_CANAL11 | 1015.354492 | 0 | 01/05/2025 07:57:43:880 | 0 | 0
LIBERTAD_000_JAN_MED_P | 1.119287 | 0 | 01/05/2025 07:57:43:880 | 0 | 0
LIBERTAD_000_JAN_MED_Q | 0.235122 | 0 | 01/05/2025 07:57:43:880 | 0 | 0
LIBERTAD_000_JAN_MED_FP | 0.971171 | 0 | 01/05/2025 07:57:43:880 | 0 | 0
LIBERTAD_030_AIR_MED_P | 3578.000000 | 0 | 01/05/2025 07:57:43:880 | 0 | 0
LIBERTAD_030_AIR_MED_Q | 507.000000 | 0 | 01/05/2025 07:57:43:880 | 0 | 0
LIBERTAD_030_AIR_MED_V | 31.362000 | 0 | 01/05/2025 07:57:43:880 | 0 | 0
LIBERTAD_030_AIR_MED_I | 67.000000 | 0 | 01/05/2025 07:57:43:880 | 0 | 0
VENTUS_1_000_JAN_MED_P | -6.940505 | 0 | 01/05/2025 07:57:43:981 | 0 | 0
VENTUS_1_000_JAN_MED_Q | 1.748951 | 0 | 01/05/2025 07:57:43:981 | 0 | 0
VENTUS_1_000_JAN_MED_FP | 0.974397 | 0 | 01/05/2025 07:57:43:981 | 0 | 0
VENTUS_1_030_AIR_MED_P | 6913.000000 | 0 | 01/05/2025 07:57:43:981 | 0 | 0
VENTUS_1_030_AIR_MED_Q | -1730.000000 | 0 | 01/05/2025 07:57:43:981 | 0 | 0
VENTUS_1_030_AIR_MED_S | 7126.182129 | 0 | 01/05/2025 07:57:43:981 | 0 | 0
VENTUS_1_030_AIR_MED_I | 133.000000 | 0 | 01/05/2025 07:57:43:981 | 0 | 0
ROSARIO_000_MET_MED_CANAL08 | 36.739990 | 0 | 01/05/2025 07:57:43:986 | 0 | 0
ROSARIO_000_MET_MED_CANAL09 | 9.961090 | 0 | 01/05/2025 07:57:43:986 | 0 | 0
ROSARIO_000_MET_MED_CANAL11 | 1003.700012 | 0 | 01/05/2025 07:57:43:986 | 0 | 0
ROSARIO_000_JAN_MED_P | -7.956376 | 0 | 01/05/2025 07:57:43:986 | 0 | 0
ROSARIO_000_JAN_MED_Q | -0.014012 | 0 | 01/05/2025 07:57:43:986 | 0 | 0
ROSARIO_000_JAN_MED_FP | -0.999958 | 0 | 01/05/2025 07:57:43:986 | 0 | 0
ROSARIO_030_AIR_MED_P | 7946.000000 | 0 | 01/05/2025 07:57:43:986 | 0 | 0
ROSARIO_030_AIR_MED_Q | 4.000000 | 0 | 01/05/2025 07:57:43:986 | 0 | 0
ROSARIO_030_AIR_MED_S | 7.946002 | 0 | 01/05/2025 07:57:43:986 | 0 | 0
ROSARIO_030_AIR_MED_PTOT | 7946.000000 | 0 | 01/05/2025 07:57:43:986 | 0 | 0
ROSARIO_030_AIR_MED_QCAP | 4022.000000 | 0 | 01/05/2025 07:57:43:986 | 0 | 0
