PCP_18_JULIO_000_JAN_MED_P | 0.087698 | 0 | 01/05/2025 08:27:43:308 | 0 | 0
PCP_18_JULIO_000_JAN_MED_Q | -0.120849 | 0 | 01/05/2025 08:27:43:308 | 0 | 0
PCP_18_JULIO_000_JAN_MED_FP | 0.552365 | 0 | 01/05/2025 08:27:43:308 | 0 | 0
PCP_18_JULIO_030_AIR_MED_P | -83.000000 | 0 | 01/05/2025 08:27:43:308 | 0 | 0
PCP_18_JULIO_030_AIR_MED_PTOT | -83.000000 | 0 | 01/05/2025 08:27:43:308 | 0 | 0
PCP_18_JULIO_030_AIR_MED_Q | 119.000000 | 0 | 01/05/2025 08:27:43:308 | 0 | 0
PCP_18_JULIO_030_AIR_MED_FP | 0.570000 | 0 | 01/05/2025 08:27:43:308 | 0 | 0
PCP_18_JULIO_030_AIR_MED_S | 145.086182 | 0 | 01/05/2025 08:27:43:308 | 0 | 0
MARYSTAY_030_AIR_MED_V | 31.309000 | 0 | 01/05/2025 08:27:43:543 | 0 | 0
LIBERTAD_000_MET_MED_CANAL01 | 7.063890 | 0 | 01/05/2025 08:27:43:895 | 0 | 0
LIBERTAD_000_MET_MED_CANAL02 | 7.053450 | 0 | 01/05/2025 08:27:43:895 | 0 | 0
LIBERTAD_000_MET_MED_CANAL08 | 41.600006 | 0 | 01/05/2025 08:27:43:895 | 0 | 0
LIBERTAD_000_MET_MED_CANAL09 | 10.554268 | 0 | 01/05/2025 08:27:43:895 | 0 | 0
LIBERTAD_000_MET_MED_CANAL10 | 96.918060 | 0 | 01/05/2025 08:27:43:895 | 0 | 0
LIBERTAD_000_MET_MED_CANAL11 | 1015.261475 | 0 | 01/05/2025 08:27:43:895 | 0 | 0
LIBERTAD_000_JAN_MED_P | 0.603659 | 0 | 01/05/2025 08:27:43:895 | 0 | 0
LIBERTAD_000_JAN_MED_Q | 0.126830 | 0 | 01/05/2025 08:27:43:895 | 0 | 0
LIBERTAD_000_JAN_MED_FP | 0.966699 | 0 | 01/05/2025 08:27:43:895 | 0 | 0
LIBERTAD_030_AIR_MED_P | 1997.000000 | 0 | 01/05/2025 08:27:43:895 | 0 | 0
LIBERTAD_030_AIR_MED_Q | 286.000000 | 0 | 01/05/2025 08:27:43:895 | 0 | 0
ROSARIO_000_MET_MED_CANAL01 | 9.244630 | 0 | 01/05/2025 08:27:43:998 | 0 | 0
ROSARIO_000_MET_MED_CANAL08 | 38.619995 | 0 | 01/05/2025 08:27:43:998 | 0 | 0
ROSARIO_000_MET_MED_CANAL10 | 82.842636 | 0 | 01/05/2025 08:27:43:998 | 0 | 0
ROSARIO_000_JAN_MED_P | -7.294150 | 0 | 01/05/2025 08:27:43:998 | 0 | 0
ROSARIO_000_JAN_MED_Q | -0.024711 | 0 | 01/05/2025 08:27:43:998 | 0 | 0
ROSARIO_000_JAN_MED_FP | -0.999942 | 0 | 01/05/2025 08:27:43:998 | 0 | 0
ROSARIO_030_AIR_MED_P | 7342.000000 | 0 | 01/05/2025 08:27:43:998 | 0 | 0
ROSARIO_030_AIR_MED_Q | -6.000000 | 0 | 01/05/2025 08:27:43:998 | 0 | 0
ROSARIO_030_AIR_MED_S | 7.342003 | 0 | 01/05/2025 08:27:43:998 | 0 | 0
ROSARIO_030_AIR_MED_PTOT | 7342.000000 | 0 | 01/05/2025 08:27:43:998 | 0 | 0
VENTUS_1_000_JAN_MED_P | -7.677125 | 0 | 01/05/2025 08:27:43:999 | 0 | 0
VENTUS_1_000_JAN_MED_Q | 1.940617 | 0 | 01/05/2025 08:27:43:999 | 0 | 0
VENTUS_1_000_JAN_MED_FP | 0.973830 | 0 | 01/05/2025 08:27:43:999 | 0 | 0
VENTUS_1_030_AIR_MED_P | 7672.000000 | 0 | 01/05/2025 08:27:43:999 | 0 | 0
VENTUS_1_030_AIR_MED_Q | -1933.000000 | 0 | 01/05/2025 08:27:43:999 | 0 | 0
VENTUS_1_030_AIR_MED_S | 7911.768066 | 0 | 01/05/2025 08:27:43:999 | 0 | 0
VENTUS_1_030_AIR_MED_I | 148.000000 | 0 | 01/05/2025 08:27:43:999 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL01 | 9.413420 | 0 | 01/05/2025 08:27:44:086 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL08 | 16.699982 | 0 | 01/05/2025 08:27:44:086 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL09 | 10.801773 | 0 | 01/05/2025 08:27:44:086 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL10 | 84.885345 | 0 | 01/05/2025 08:27:44:086 | 0 | 0
MARIA_LUZ_000_JAN_MED_P | -9.076614 | 0 | 01/05/2025 08:27:44:086 | 0 | 0
MARIA_LUZ_000_JAN_MED_Q | 2.646275 | 0 | 01/05/2025 08:27:44:086 | 0 | 0
MARIA_LUZ_000_JAN_MED_FP | -0.958397 | 0 | 01/05/2025 08:27:44:086 | 0 | 0
MARIA_LUZ_030_AIR_MED_P | 8921.000000 | 0 | 01/05/2025 08:27:44:086 | 0 | 0
MARIA_LUZ_030_AIR_MED_Q | -2604.000000 | 0 | 01/05/2025 08:27:44:086 | 0 | 0
MARIA_LUZ_030_AIR_MED_V | 32.144001 | 0 | 01/05/2025 08:27:44:086 | 0 | 0
MARIA_LUZ_030_AIR_MED_S | 9293.280273 | 0 | 01/05/2025 08:27:44:086 | 0 | 0
JULIETA_000_MET_MED_CANAL01 | 5.000000 | 0 | 01/05/2025 08:27:44:113 | 0 | 0
JULIETA_000_MET_MED_CANAL08 | 17.000000 | 0 | 01/05/2025 08:27:44:113 | 0 | 0
JULIETA_000_JAN_MED_P | -0.478893 | 0 | 01/05/2025 08:27:44:113 | 0 | 0
JULIETA_000_JAN_MED_Q | 0.079100 | 0 | 01/05/2025 08:27:44:113 | 0 | 0
JULIETA_000_JAN_MED_FP | 0.985006 | 0 | 01/05/2025 08:27:44:113 | 0 | 0
JULIETA_030_AIR_MED_P | 478.000000 | 0 | 01/05/2025 08:27:44:113 | 0 | 0
JULIETA_030_AIR_MED_V | 30.982000 | 0 | 01/05/2025 08:27:44:113 | 0 | 0
JULIETA_030_AIR_MED_S | 484.982483 | 0 | 01/05/2025 08:27:44:113 | 0 | 0
SOLIS_000_MET_MED_CANAL01 | 7.640200 | 0 | 01/05/2025 08:27:44:123 | 0 | 0
SOLIS_000_MET_MED_CANAL02 | 8.023060 | 0 | 01/05/2025 08:27:44:123 | 0 | 0
SOLIS_000_MET_MED_CANAL08 | 33.000000 | 0 | 01/05/2025 08:27:44:123 | 0 | 0
SOLIS_000_MET_MED_CANAL09 | 12.650280 | 0 | 01/05/2025 08:27:44:123 | 0 | 0
SOLIS_000_MET_MED_CANAL10 | 78.639992 | 0 | 01/05/2025 08:27:44:123 | 0 | 0
SOLIS_000_JAN_MED_P | -2.009358 | 0 | 01/05/2025 08:27:44:123 | 0 | 0
SOLIS_000_JAN_MED_Q | -0.007228 | 0 | 01/05/2025 08:27:44:123 | 0 | 0
SOLIS_000_JAN_MED_FP | -0.999124 | 0 | 01/05/2025 08:27:44:123 | 0 | 0
