MARIA_LUZ_000_MET_MED_CANAL02 | 4.568890 | 0 | 01/05/2025 19:17:42:059 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL08 | 50.190002 | 0 | 01/05/2025 19:17:42:059 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL10 | 86.321480 | 0 | 01/05/2025 19:17:42:059 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL11 | 1001.517456 | 0 | 01/05/2025 19:17:42:059 | 0 | 0
MARIA_LUZ_000_JAN_MED_P | -1.060069 | 0 | 01/05/2025 19:17:42:059 | 0 | 0
MARIA_LUZ_000_JAN_MED_Q | 0.310733 | 0 | 01/05/2025 19:17:42:059 | 0 | 0
MARIA_LUZ_000_JAN_MED_FP | -0.955207 | 0 | 01/05/2025 19:17:42:059 | 0 | 0
MARIA_LUZ_030_AIR_MED_P | 1048.000000 | 0 | 01/05/2025 19:17:42:059 | 0 | 0
MARIA_LUZ_030_AIR_MED_S | 1093.742676 | 0 | 01/05/2025 19:17:42:059 | 0 | 0
SOLIS_000_MET_MED_CANAL01 | 4.928989 | 0 | 01/05/2025 19:17:42:080 | 0 | 0
SOLIS_000_MET_MED_CANAL02 | 5.124870 | 0 | 01/05/2025 19:17:42:080 | 0 | 0
SOLIS_000_MET_MED_CANAL08 | 56.970001 | 0 | 01/05/2025 19:17:42:080 | 0 | 0
SOLIS_000_MET_MED_CANAL09 | 15.087650 | 0 | 01/05/2025 19:17:42:080 | 0 | 0
SOLIS_000_MET_MED_CANAL10 | 76.487190 | 0 | 01/05/2025 19:17:42:080 | 0 | 0
SOLIS_000_MET_MED_CANAL11 | 1004.150940 | 0 | 01/05/2025 19:17:42:080 | 0 | 0
SOLIS_000_JAN_MED_P | -2.489347 | 0 | 01/05/2025 19:17:42:080 | 0 | 0
SOLIS_000_JAN_MED_Q | -0.005871 | 0 | 01/05/2025 19:17:42:080 | 0 | 0
SOLIS_000_JAN_MED_FP | -0.999815 | 0 | 01/05/2025 19:17:42:080 | 0 | 0
SOLIS_000_GRL_MED_TENSIONBARRASKV | 31.747173 | 0 | 01/05/2025 19:17:42:080 | 0 | 0
SOLIS_030_AIR_MED_P | 2502.000000 | 0 | 01/05/2025 19:17:42:080 | 0 | 0
SOLIS_030_AIR_MED_Q | 0.000000 | 0 | 01/05/2025 19:17:42:080 | 0 | 0
SOLIS_030_AIR_MED_S | 2502.000000 | 0 | 01/05/2025 19:17:42:080 | 0 | 0
LIBERTAD_000_MET_MED_CANAL08 | 65.519989 | 0 | 01/05/2025 19:17:42:127 | 0 | 0
LIBERTAD_000_MET_MED_CANAL10 | 80.723923 | 0 | 01/05/2025 19:17:42:127 | 0 | 0
LIBERTAD_000_JAN_MED_P | -0.018218 | 0 | 01/05/2025 19:17:42:127 | 0 | 0
LIBERTAD_000_JAN_MED_Q | 0.031635 | 0 | 01/05/2025 19:17:42:127 | 0 | 0
LIBERTAD_000_JAN_MED_FP | -0.531469 | 0 | 01/05/2025 19:17:42:127 | 0 | 0
ROSARIO_000_MET_MED_CANAL02 | 5.398860 | 0 | 01/05/2025 19:17:42:148 | 0 | 0
ROSARIO_000_MET_MED_CANAL08 | 83.329987 | 0 | 01/05/2025 19:17:42:148 | 0 | 0
ROSARIO_000_MET_MED_CANAL10 | 86.208733 | 0 | 01/05/2025 19:17:42:148 | 0 | 0
ROSARIO_000_MET_MED_CANAL11 | 1002.503052 | 0 | 01/05/2025 19:17:42:148 | 0 | 0
ROSARIO_000_JAN_MED_P | -1.421948 | 0 | 01/05/2025 19:17:42:148 | 0 | 0
ROSARIO_000_JAN_MED_Q | 0.000694 | 0 | 01/05/2025 19:17:42:148 | 0 | 0
ROSARIO_000_JAN_MED_FP | -0.999938 | 0 | 01/05/2025 19:17:42:148 | 0 | 0
ROSARIO_030_AIR_MED_P | 1408.000000 | 0 | 01/05/2025 19:17:42:148 | 0 | 0
ROSARIO_030_AIR_MED_S | 1.408002 | 0 | 01/05/2025 19:17:42:148 | 0 | 0
ROSARIO_030_AIR_MED_PTOT | 1408.000000 | 0 | 01/05/2025 19:17:42:148 | 0 | 0
VILLA_ROD_000_MET_MED_CANAL01 | 4.915110 | 0 | 01/05/2025 19:17:42:171 | 0 | 0
VILLA_ROD_000_MET_MED_CANAL08 | 49.329987 | 0 | 01/05/2025 19:17:42:171 | 0 | 0
VILLA_ROD_000_MET_MED_CANAL09 | 15.452888 | 0 | 01/05/2025 19:17:42:171 | 0 | 0
VILLA_ROD_000_MET_MED_CANAL11 | 1006.224609 | 0 | 01/05/2025 19:17:42:171 | 0 | 0
VILLA_ROD_000_JAN_MED_P | -0.839436 | 0 | 01/05/2025 19:17:42:171 | 0 | 0
VILLA_ROD_000_JAN_MED_Q | -0.005444 | 0 | 01/05/2025 19:17:42:171 | 0 | 0
VILLA_ROD_000_JAN_MED_FP | -0.999722 | 0 | 01/05/2025 19:17:42:171 | 0 | 0
VILLA_ROD_000_GRL_MED_TENSIONBARRASKV | 31.757673 | 0 | 01/05/2025 19:17:42:171 | 0 | 0
VILLA_ROD_030_AIR_MED_P | 841.000000 | 0 | 01/05/2025 19:17:42:171 | 0 | 0
VILLA_ROD_030_AIR_MED_S | 841.002380 | 0 | 01/05/2025 19:17:42:171 | 0 | 0
VENTUS_1_000_JAN_MED_P | -1.380527 | 0 | 01/05/2025 19:17:42:174 | 0 | 0
VENTUS_1_000_JAN_MED_Q | 0.342227 | 0 | 01/05/2025 19:17:42:174 | 0 | 0
VENTUS_1_000_JAN_MED_FP | 0.976263 | 0 | 01/05/2025 19:17:42:174 | 0 | 0
VENTUS_1_030_AIR_MED_P | 1381.000000 | 0 | 01/05/2025 19:17:42:174 | 0 | 0
VENTUS_1_030_AIR_MED_Q | -342.000000 | 0 | 01/05/2025 19:17:42:174 | 0 | 0
VENTUS_1_030_AIR_MED_S | 1422.717529 | 0 | 01/05/2025 19:17:42:174 | 0 | 0
JULIETA_000_MET_MED_CANAL01 | 10.610000 | 0 | 01/05/2025 19:17:42:223 | 0 | 0
JULIETA_000_JAN_MED_P | -3.604111 | 0 | 01/05/2025 19:17:42:223 | 0 | 0
JULIETA_000_JAN_MED_Q | 0.507817 | 0 | 01/05/2025 19:17:42:223 | 0 | 0
JULIETA_000_JAN_MED_FP | 0.990199 | 0 | 01/05/2025 19:17:42:223 | 0 | 0
JULIETA_030_AIR_MED_P | 3567.000000 | 0 | 01/05/2025 19:17:42:223 | 0 | 0
JULIETA_030_AIR_MED_Q | -507.000000 | 0 | 01/05/2025 19:17:42:223 | 0 | 0
JULIETA_030_AIR_MED_S | 3602.851318 | 0 | 01/05/2025 19:17:42:223 | 0 | 0
PCP_18_JULIO_000_JAN_MED_P | -8.910588 | 0 | 01/05/2025 19:17:42:314 | 0 | 0
PCP_18_JULIO_000_JAN_MED_Q | 2.591496 | 0 | 01/05/2025 19:17:42:314 | 0 | 0
PCP_18_JULIO_000_JAN_MED_FP | -0.961396 | 0 | 01/05/2025 19:17:42:314 | 0 | 0
PCP_18_JULIO_030_AIR_MED_P | 8864.000000 | 0 | 01/05/2025 19:17:42:314 | 0 | 0
PCP_18_JULIO_030_AIR_MED_PTOT | 8864.000000 | 0 | 01/05/2025 19:17:42:314 | 0 | 0
PCP_18_JULIO_030_AIR_MED_Q | -2594.000000 | 0 | 01/05/2025 19:17:42:314 | 0 | 0
PCP_18_JULIO_030_AIR_MED_S | 9235.763672 | 0 | 01/05/2025 19:17:42:314 | 0 | 0
SOLIS_000_MET_MED_CANAL02 | 5.031380 | 0 | 01/05/2025 19:17:43:033 | 0 | 0
SOLIS_000_MET_MED_CANAL08 | 53.299988 | 0 | 01/05/2025 19:17:43:033 | 0 | 0
SOLIS_000_MET_MED_CANAL09 | 15.084202 | 0 | 01/05/2025 19:17:43:033 | 0 | 0
SOLIS_000_MET_MED_CANAL10 | 76.465515 | 0 | 01/05/2025 19:17:43:033 | 0 | 0
SOLIS_000_MET_MED_CANAL11 | 1004.134216 | 0 | 01/05/2025 19:17:43:033 | 0 | 0
SOLIS_000_JAN_MED_P | -2.476457 | 0 | 01/05/2025 19:17:43:033 | 0 | 0
SOLIS_000_JAN_MED_Q | -0.005766 | 0 | 01/05/2025 19:17:43:033 | 0 | 0
SOLIS_000_JAN_MED_FP | -0.999816 | 0 | 01/05/2025 19:17:43:033 | 0 | 0
