ROSARIO_000_MET_MED_CANAL01 | 4.934890 | 0 | 01/05/2025 15:57:43:286 | 0 | 0
ROSARIO_000_MET_MED_CANAL02 | 4.745690 | 0 | 01/05/2025 15:57:43:286 | 0 | 0
ROSARIO_000_MET_MED_CANAL08 | 65.449982 | 0 | 01/05/2025 15:57:43:286 | 0 | 0
ROSARIO_000_MET_MED_CANAL10 | 61.307079 | 0 | 01/05/2025 15:57:43:286 | 0 | 0
ROSARIO_000_MET_MED_CANAL11 | 1004.497986 | 0 | 01/05/2025 15:57:43:286 | 0 | 0
ROSARIO_000_JAN_MED_P | -1.566215 | 0 | 01/05/2025 15:57:43:286 | 0 | 0
ROSARIO_000_JAN_MED_Q | -0.003873 | 0 | 01/05/2025 15:57:43:286 | 0 | 0
ROSARIO_000_JAN_MED_FP | -1.000000 | 0 | 01/05/2025 15:57:43:286 | 0 | 0
ROSARIO_030_AIR_MED_P | 1557.000000 | 0 | 01/05/2025 15:57:43:286 | 0 | 0
ROSARIO_030_AIR_MED_Q | 2.000000 | 0 | 01/05/2025 15:57:43:286 | 0 | 0
ROSARIO_030_AIR_MED_FP | -0.998000 | 0 | 01/05/2025 15:57:43:286 | 0 | 0
ROSARIO_030_AIR_MED_S | 1.557001 | 0 | 01/05/2025 15:57:43:286 | 0 | 0
ROSARIO_030_AIR_MED_PTOT | 1557.000000 | 0 | 01/05/2025 15:57:43:286 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL01 | 5.674220 | 0 | 01/05/2025 15:57:43:292 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL02 | 5.874670 | 0 | 01/05/2025 15:57:43:292 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL08 | 40.849976 | 0 | 01/05/2025 15:57:43:292 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL09 | 20.324036 | 0 | 01/05/2025 15:57:43:292 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL10 | 62.063858 | 0 | 01/05/2025 15:57:43:292 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL11 | 1003.362854 | 0 | 01/05/2025 15:57:43:292 | 0 | 0
MARIA_LUZ_000_JAN_MED_P | -2.687397 | 0 | 01/05/2025 15:57:43:292 | 0 | 0
MARIA_LUZ_000_JAN_MED_Q | 0.791286 | 0 | 01/05/2025 15:57:43:292 | 0 | 0
MARIA_LUZ_000_JAN_MED_FP | -0.952272 | 0 | 01/05/2025 15:57:43:292 | 0 | 0
MARIA_LUZ_030_AIR_MED_P | 2588.000000 | 0 | 01/05/2025 15:57:43:292 | 0 | 0
MARIA_LUZ_030_AIR_MED_Q | -782.000000 | 0 | 01/05/2025 15:57:43:292 | 0 | 0
MARIA_LUZ_030_AIR_MED_S | 2703.565674 | 0 | 01/05/2025 15:57:43:292 | 0 | 0
SOLIS_000_MET_MED_CANAL01 | 4.928989 | 0 | 01/05/2025 15:57:43:328 | 0 | 0
SOLIS_000_MET_MED_CANAL02 | 4.937890 | 0 | 01/05/2025 15:57:43:328 | 0 | 0
SOLIS_000_MET_MED_CANAL08 | 61.500000 | 0 | 01/05/2025 15:57:43:328 | 0 | 0
SOLIS_000_MET_MED_CANAL09 | 19.706306 | 0 | 01/05/2025 15:57:43:328 | 0 | 0
SOLIS_000_MET_MED_CANAL10 | 53.274273 | 0 | 01/05/2025 15:57:43:328 | 0 | 0
SOLIS_000_MET_MED_CANAL11 | 1006.877380 | 0 | 01/05/2025 15:57:43:328 | 0 | 0
SOLIS_000_JAN_MED_P | -1.287464 | 0 | 01/05/2025 15:57:43:328 | 0 | 0
SOLIS_000_JAN_MED_Q | -0.007184 | 0 | 01/05/2025 15:57:43:328 | 0 | 0
SOLIS_000_JAN_MED_FP | -0.999299 | 0 | 01/05/2025 15:57:43:328 | 0 | 0
SOLIS_000_GRL_MED_TENSIONBARRASKV | 31.819761 | 0 | 01/05/2025 15:57:43:328 | 0 | 0
SOLIS_030_AIR_MED_P | 1302.000000 | 0 | 01/05/2025 15:57:43:328 | 0 | 0
SOLIS_030_AIR_MED_S | 1302.003418 | 0 | 01/05/2025 15:57:43:328 | 0 | 0
VENTUS_1_000_JAN_MED_P | -1.620589 | 0 | 01/05/2025 15:57:43:345 | 0 | 0
VENTUS_1_000_JAN_MED_Q | 0.407132 | 0 | 01/05/2025 15:57:43:345 | 0 | 0
VENTUS_1_000_JAN_MED_FP | 0.975547 | 0 | 01/05/2025 15:57:43:345 | 0 | 0
VILLA_ROD_000_MET_MED_CANAL01 | 4.360110 | 0 | 01/05/2025 15:57:43:404 | 0 | 0
VILLA_ROD_000_MET_MED_CANAL02 | 4.635990 | 0 | 01/05/2025 15:57:43:404 | 0 | 0
VILLA_ROD_000_MET_MED_CANAL08 | 53.979980 | 0 | 01/05/2025 15:57:43:404 | 0 | 0
VILLA_ROD_000_MET_MED_CANAL09 | 20.976215 | 0 | 01/05/2025 15:57:43:404 | 0 | 0
VILLA_ROD_000_MET_MED_CANAL10 | 55.945686 | 0 | 01/05/2025 15:57:43:404 | 0 | 0
VILLA_ROD_000_MET_MED_CANAL11 | 1008.385986 | 0 | 01/05/2025 15:57:43:404 | 0 | 0
VILLA_ROD_000_JAN_MED_P | -1.513457 | 0 | 01/05/2025 15:57:43:404 | 0 | 0
VILLA_ROD_000_JAN_MED_Q | -0.011914 | 0 | 01/05/2025 15:57:43:404 | 0 | 0
VILLA_ROD_000_JAN_MED_FP | -0.999998 | 0 | 01/05/2025 15:57:43:404 | 0 | 0
VILLA_ROD_000_GRL_MED_TENSIONBARRASKV | 31.562601 | 0 | 01/05/2025 15:57:43:404 | 0 | 0
VILLA_ROD_030_AIR_MED_P | 1520.000000 | 0 | 01/05/2025 15:57:43:404 | 0 | 0
VILLA_ROD_030_AIR_MED_S | 1520.002930 | 0 | 01/05/2025 15:57:43:404 | 0 | 0
JULIETA_000_MET_MED_CANAL01 | 6.990000 | 0 | 01/05/2025 15:57:43:411 | 0 | 0
JULIETA_000_MET_MED_CANAL08 | 58.000000 | 0 | 01/05/2025 15:57:43:411 | 0 | 0
JULIETA_000_JAN_MED_P | -1.233286 | 0 | 01/05/2025 15:57:43:411 | 0 | 0
JULIETA_000_JAN_MED_Q | 0.167391 | 0 | 01/05/2025 15:57:43:411 | 0 | 0
JULIETA_000_JAN_MED_FP | 0.989930 | 0 | 01/05/2025 15:57:43:411 | 0 | 0
JULIETA_030_AIR_MED_P | 1219.000000 | 0 | 01/05/2025 15:57:43:411 | 0 | 0
JULIETA_030_AIR_MED_V | 31.031000 | 0 | 01/05/2025 15:57:43:411 | 0 | 0
JULIETA_030_AIR_MED_S | 1230.659180 | 0 | 01/05/2025 15:57:43:411 | 0 | 0
PCP_18_JULIO_000_MET_MED_CANAL02 | 4.100200 | 0 | 01/05/2025 15:57:43:531 | 0 | 0
PCP_18_JULIO_000_MET_MED_CANAL08 | 56.089996 | 0 | 01/05/2025 15:57:43:531 | 0 | 0
PCP_18_JULIO_000_MET_MED_CANAL10 | 68.080154 | 0 | 01/05/2025 15:57:43:531 | 0 | 0
PCP_18_JULIO_000_MET_MED_CANAL11 | 1014.944763 | 0 | 01/05/2025 15:57:43:531 | 0 | 0
PCP_18_JULIO_000_JAN_MED_P | -0.433804 | 0 | 01/05/2025 15:57:43:531 | 0 | 0
PCP_18_JULIO_000_JAN_MED_Q | 0.003050 | 0 | 01/05/2025 15:57:43:531 | 0 | 0
PCP_18_JULIO_000_JAN_MED_FP | -0.999679 | 0 | 01/05/2025 15:57:43:531 | 0 | 0
PCP_18_JULIO_030_AIR_MED_P | 428.000000 | 0 | 01/05/2025 15:57:43:531 | 0 | 0
PCP_18_JULIO_030_AIR_MED_PTOT | 428.000000 | 0 | 01/05/2025 15:57:43:531 | 0 | 0
PCP_18_JULIO_030_AIR_MED_Q | -4.000000 | 0 | 01/05/2025 15:57:43:531 | 0 | 0
PCP_18_JULIO_030_AIR_MED_S | 428.018677 | 0 | 01/05/2025 15:57:43:531 | 0 | 0
SOLIS_000_MET_MED_CANAL01 | 4.742010 | 0 | 01/05/2025 15:57:44:273 | 0 | 0
SOLIS_000_MET_MED_CANAL02 | 4.750910 | 0 | 01/05/2025 15:57:44:273 | 0 | 0
SOLIS_000_MET_MED_CANAL08 | 60.599976 | 0 | 01/05/2025 15:57:44:273 | 0 | 0
SOLIS_000_MET_MED_CANAL10 | 53.285107 | 0 | 01/05/2025 15:57:44:273 | 0 | 0
SOLIS_000_MET_MED_CANAL11 | 1006.893860 | 0 | 01/05/2025 15:57:44:273 | 0 | 0
SOLIS_000_JAN_MED_P | -1.275326 | 0 | 01/05/2025 15:57:44:273 | 0 | 0
SOLIS_000_JAN_MED_Q | -0.005661 | 0 | 01/05/2025 15:57:44:273 | 0 | 0
SOLIS_000_JAN_MED_FP | -0.999397 | 0 | 01/05/2025 15:57:44:273 | 0 | 0
SOLIS_000_GRL_MED_TENSIONBARRASKV | 31.807837 | 0 | 01/05/2025 15:57:44:273 | 0 | 0
SOLIS_030_AIR_MED_P | 1286.000000 | 0 | 01/05/2025 15:57:44:273 | 0 | 0
SOLIS_030_AIR_MED_Q | 4.000000 | 0 | 01/05/2025 15:57:44:273 | 0 | 0
SOLIS_030_AIR_MED_S | 1286.006226 | 0 | 01/05/2025 15:57:44:273 | 0 | 0
SOLIS_030_AIR_MED_I | 23.000000 | 0 | 01/05/2025 15:57:44:273 | 0 | 0
LIBERTAD_000_MET_MED_CANAL01 | 6.221760 | 0 | 01/05/2025 15:57:44:275 | 0 | 0
LIBERTAD_000_MET_MED_CANAL02 | 6.400070 | 0 | 01/05/2025 15:57:44:275 | 0 | 0
LIBERTAD_000_MET_MED_CANAL08 | 56.009979 | 0 | 01/05/2025 15:57:44:275 | 0 | 0
LIBERTAD_000_MET_MED_CANAL09 | 21.433632 | 0 | 01/05/2025 15:57:44:275 | 0 | 0
