PCP_18_JULIO_000_JAN_MED_P | 0.073468 | 0 | 01/05/2025 08:17:43:301 | 0 | 0
PCP_18_JULIO_000_JAN_MED_Q | -0.151567 | 0 | 01/05/2025 08:17:43:301 | 0 | 0
PCP_18_JULIO_000_JAN_MED_FP | 0.397243 | 0 | 01/05/2025 08:17:43:301 | 0 | 0
LIBERTAD_000_MET_MED_CANAL01 | 7.251030 | 0 | 01/05/2025 08:17:43:897 | 0 | 0
LIBERTAD_000_MET_MED_CANAL02 | 7.240130 | 0 | 01/05/2025 08:17:43:897 | 0 | 0
LIBERTAD_000_MET_MED_CANAL08 | 33.109985 | 0 | 01/05/2025 08:17:43:897 | 0 | 0
LIBERTAD_000_MET_MED_CANAL09 | 10.421158 | 0 | 01/05/2025 08:17:43:897 | 0 | 0
LIBERTAD_000_MET_MED_CANAL10 | 97.386017 | 0 | 01/05/2025 08:17:43:897 | 0 | 0
LIBERTAD_000_MET_MED_CANAL11 | 1015.447632 | 0 | 01/05/2025 08:17:43:897 | 0 | 0
LIBERTAD_000_JAN_MED_P | 0.602636 | 0 | 01/05/2025 08:17:43:897 | 0 | 0
LIBERTAD_000_JAN_MED_Q | 0.124199 | 0 | 01/05/2025 08:17:43:897 | 0 | 0
LIBERTAD_000_JAN_MED_FP | 0.966924 | 0 | 01/05/2025 08:17:43:897 | 0 | 0
LIBERTAD_030_AIR_MED_P | 1999.000000 | 0 | 01/05/2025 08:17:43:897 | 0 | 0
ROSARIO_000_MET_MED_CANAL01 | 8.495111 | 0 | 01/05/2025 08:17:43:952 | 0 | 0
ROSARIO_000_MET_MED_CANAL08 | 39.500000 | 0 | 01/05/2025 08:17:43:952 | 0 | 0
ROSARIO_000_MET_MED_CANAL09 | 11.194412 | 0 | 01/05/2025 08:17:43:952 | 0 | 0
ROSARIO_000_MET_MED_CANAL10 | 84.801414 | 0 | 01/05/2025 08:17:43:952 | 0 | 0
ROSARIO_000_JAN_MED_P | -7.228486 | 0 | 01/05/2025 08:17:43:952 | 0 | 0
ROSARIO_000_JAN_MED_Q | -0.000316 | 0 | 01/05/2025 08:17:43:952 | 0 | 0
ROSARIO_000_JAN_MED_FP | -0.999966 | 0 | 01/05/2025 08:17:43:952 | 0 | 0
ROSARIO_030_AIR_MED_P | 7119.000000 | 0 | 01/05/2025 08:17:43:952 | 0 | 0
ROSARIO_030_AIR_MED_Q | 8.000000 | 0 | 01/05/2025 08:17:43:952 | 0 | 0
ROSARIO_030_AIR_MED_S | 7.119005 | 0 | 01/05/2025 08:17:43:952 | 0 | 0
ROSARIO_030_AIR_MED_PTOT | 7119.000000 | 0 | 01/05/2025 08:17:43:952 | 0 | 0
ROSARIO_030_AIR_MED_QCAP | 4725.000000 | 0 | 01/05/2025 08:17:43:952 | 0 | 0
VENTUS_1_000_JAN_MED_P | -7.900815 | 0 | 01/05/2025 08:17:44:007 | 0 | 0
VENTUS_1_000_JAN_MED_Q | 1.969012 | 0 | 01/05/2025 08:17:44:007 | 0 | 0
VENTUS_1_000_JAN_MED_FP | 0.974398 | 0 | 01/05/2025 08:17:44:007 | 0 | 0
VENTUS_1_030_AIR_MED_P | 7806.000000 | 0 | 01/05/2025 08:17:44:007 | 0 | 0
VENTUS_1_030_AIR_MED_Q | -1944.000000 | 0 | 01/05/2025 08:17:44:007 | 0 | 0
VENTUS_1_030_AIR_MED_S | 8044.424805 | 0 | 01/05/2025 08:17:44:007 | 0 | 0
VENTUS_1_030_AIR_MED_I | 151.000000 | 0 | 01/05/2025 08:17:44:007 | 0 | 0
VENTUS_1_030_AIR_MED_QCAP | 4163.000000 | 0 | 01/05/2025 08:17:44:007 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL01 | 9.880820 | 0 | 01/05/2025 08:17:44:087 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL02 | 9.885280 | 0 | 01/05/2025 08:17:44:087 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL08 | 14.309998 | 0 | 01/05/2025 08:17:44:087 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL10 | 85.056244 | 0 | 01/05/2025 08:17:44:087 | 0 | 0
MARIA_LUZ_000_MET_MED_CANAL11 | 1003.828247 | 0 | 01/05/2025 08:17:44:087 | 0 | 0
